HISTORY,HOSPITALS,CITIES,QUOATA,MIN,MAX,REGIONS
16.12.2021,Kocaeli Gölcük İlçe Sağlık Müd.,Kocaeli,1,"80,76","80,76",Marmara Bölgesi
16.12.2021,Kocaeli Kandıra İlçe Sağlık Müd.,Kocaeli,1,"79,64","79,64",Marmara Bölgesi
16.12.2021,Kocaeli Karamürsel İlçe Sağlık Müd.,Kocaeli,1,"87,37","87,37",Marmara Bölgesi
16.12.2021,Kocaeli Kartepe İlçe Sağlık Müd.,Kocaeli,1,"85,56","85,56",Marmara Bölgesi
16.12.2021,Kocaeli Körfez İlçe Sağlık Müd.,Kocaeli,2,"80,66","80,66",Marmara Bölgesi
16.12.2021,Kocaeli Çayırova İlçe Sağlık Müd.,Kocaeli,1,"80,42","80,42",Marmara Bölgesi
16.12.2021,Kocaeli İzmit Seka Devlet Hast.,Kocaeli,12,"76,2","81,62",Marmara Bölgesi
16.12.2021,Kocaeli İzmit İlçe Sağlık Müd.,Kocaeli,2,"84,11","85,91",Marmara Bölgesi
16.12.2021,Konya Beyhekim EAH.,Konya,6,"76,64","80,75",İç Anadolu Bölgesi
16.12.2021,Konya Şehir Hast.,Konya,74,"75,85","84,53",İç Anadolu Bölgesi
16.12.2021,Emet Dr.Fazıl Doğan Devlet Hast.,Kütahya,4,"75,05","75,26",Ege Bölgesi
16.12.2021,Kütahya Evliya Çelebi EAH.,Kütahya,37,"75,62","81,96",Ege Bölgesi
16.12.2021,Tavşanlı Doç. Dr.Mustafa Kalemli Devlet Hast.,Kütahya,7,"75,42","81,11",Ege Bölgesi
16.12.2021,Babaeski Devlet Hast.,Kırklareli,2,"73,33","79,6",Marmara Bölgesi
16.12.2021,Kırklareli EAH.,Kırklareli,10,"73,64","77,16",Marmara Bölgesi
16.12.2021,Lüleburgaz Devlet Hast.,Kırklareli,17,"73,84","79,06",Marmara Bölgesi
16.12.2021,Kırıkkale Yahşihan İlçe Sağlık Müd.,Kırıkkale,1,"86,8","86,8",İç Anadolu Bölgesi
16.12.2021,Akpınar İlçe Devlet Hast.,Kırşehir,1,"73,71","73,71",İç Anadolu Bölgesi
16.12.2021,Kaman Devlet Hast.,Kırşehir,2,"73,67","74,05",İç Anadolu Bölgesi
16.12.2021,Kırşehir EAH.,Kırşehir,10,"77,22","85,01",İç Anadolu Bölgesi
16.12.2021,Mucur Devlet Hast.,Kırşehir,2,"75,47","76,51",İç Anadolu Bölgesi
16.12.2021,Çiçekdağı İlçe Devlet Hast.,Kırşehir,1,"78,56","78,56",İç Anadolu Bölgesi
16.12.2021,Arapgir Ali Özge Devlet Hast.,Malatya,2,"76,33","76,54",Doğu Anadolu Bölgesi
16.12.2021,Darende Hulusi Efendi Devlet Hast.,Malatya,6,"76,58","79,33",Doğu Anadolu Bölgesi
16.12.2021,Doğanşehir Şehit Esra Köse Başaran Devlet Hast.,Malatya,7,"77,12","81,16",Doğu Anadolu Bölgesi
16.12.2021,Pütürge Devlet Hast.,Malatya,2,"76,02","76,2",Doğu Anadolu Bölgesi
16.12.2021,Alaşehir Devlet Hast.,Manisa,6,"76,39","81,16",Ege Bölgesi
16.12.2021,Kula Devlet Hast.,Manisa,7,"75,66","88,98",Ege Bölgesi
16.12.2021,Saruhanlı Devlet Hast.,Manisa,1,"77,39","77,39",Ege Bölgesi
16.12.2021,Selendi Devlet Hast.,Manisa,1,"76,38","76,38",Ege Bölgesi
16.12.2021,Soma Devlet Hast.,Manisa,6,"77,31","81,96",Ege Bölgesi
16.12.2021,Turgutlu Devlet Hast.,Manisa,8,"76,44","79,17",Ege Bölgesi
16.12.2021,Dargeçit İlçe Devlet Hast.,Mardin,3,"81,61","85,45",Güneydoğu Anadolu Bölgesi
16.12.2021,Kızıltepe Devlet Hast.,Mardin,37,"78,19","85,46",Güneydoğu Anadolu Bölgesi
16.12.2021,Mardin Mazıdağı İlçe Sağlık Müd.,Mardin,1,"80,16","80,16",Güneydoğu Anadolu Bölgesi
16.12.2021,Mardin Ömerli TSM.,Mardin,1,"84,87","84,87",Güneydoğu Anadolu Bölgesi
16.12.2021,Midyat Devlet Hast.,Mardin,10,"78,64","86,27",Güneydoğu Anadolu Bölgesi
16.12.2021,Ömerli İlçe Devlet Hast.,Mardin,2,"78,16","78,61",Güneydoğu Anadolu Bölgesi
16.12.2021,Mersin Şehir Hast.,Mersin,11,"82,83","87,33",Akdeniz Bölgesi
16.12.2021,Mut Devlet Hast.,Mersin,7,"75,53","79,85",Akdeniz Bölgesi
16.12.2021,Tarsus Devlet Hast.,Mersin,6,"80,04","83,28",Akdeniz Bölgesi
16.12.2021,Datça Devlet Hast.,Muğla,2,"77,9","78,93",Ege Bölgesi
16.12.2021,Milas Devlet Hast.,Muğla,2,"78,64","82,96",Ege Bölgesi
16.12.2021,Muğla EAH.,Muğla,31,"77,13","85,59",Ege Bölgesi
16.12.2021,Yatağan Devlet Hast.,Muğla,2,"79,08","80,41",Ege Bölgesi
16.12.2021,Bulanık Devlet Hast.,Muş,18,"73,5","77,03",Doğu Anadolu Bölgesi
16.12.2021,Malazgirt Devlet Hast.,Muş,13,"73,21","74,6",Doğu Anadolu Bölgesi
16.12.2021,Muş Devlet Hast.,Muş,50,"75,03","80,63",Doğu Anadolu Bölgesi
16.12.2021,Acıgöl İlçe Devlet Hast.,Nevşehir,1,"76,03","76,03",İç Anadolu Bölgesi
16.12.2021,Avanos İlçe Devlet Hast.,Nevşehir,1,"79,68","79,68",İç Anadolu Bölgesi
16.12.2021,Derinkuyu İlçe Devlet Hast.,Nevşehir,1,"75,06","75,06",İç Anadolu Bölgesi
16.12.2021,Gülşehir İlçe Devlet Hast.,Nevşehir,1,"75,82","75,82",İç Anadolu Bölgesi
16.12.2021,Hacıbektaş İlçe Devlet Hast.,Nevşehir,1,"74,71","74,71",İç Anadolu Bölgesi
16.12.2021,Nevşehir Devlet Hast.,Nevşehir,17,"76,54","88,47",İç Anadolu Bölgesi
16.12.2021,Bor Devlet Hast.,Niğde,6,"75,39","75,87",İç Anadolu Bölgesi
16.12.2021,Niğde EAH.,Niğde,20,"75,53","84,88",İç Anadolu Bölgesi
16.12.2021,Çamardı İlçe Devlet Hast.,Niğde,2,"74,35","74,56",İç Anadolu Bölgesi
16.12.2021,Çiftlik İlçe Devlet Hast.,Niğde,2,"73,43","73,57",İç Anadolu Bölgesi
16.12.2021,Akkuş Devlet Hast.,Ordu,6,"72,38","73,71",Karadeniz Bölgesi
16.12.2021,Aybastı Devlet Hast.,Ordu,9,"72,16","74,88",Karadeniz Bölgesi
16.12.2021,Fatsa Devlet Hast.,Ordu,10,"77,93","81,42",Karadeniz Bölgesi
16.12.2021,Gölköy Devlet Hast.,Ordu,10,"73,16","74,87",Karadeniz Bölgesi
16.12.2021,Korgan Devlet Hast.,Ordu,9,"72,42","75,23",Karadeniz Bölgesi
16.12.2021,Kumru Devlet Hast.,Ordu,10,"73,34","76,04",Karadeniz Bölgesi
16.12.2021,Mesudiye İlçe Devlet Hast.,Ordu,5,"71,94","72,34",Karadeniz Bölgesi
16.12.2021,Ulubey İlçe Devlet Hast.,Ordu,1,"75,5","75,5",Karadeniz Bölgesi
16.12.2021,Ünye Devlet Hast.,Ordu,10,"78,5",88,Karadeniz Bölgesi
16.12.2021,Düziçi Devlet Hast.,Osmaniye,6,"75,52","78,38",Akdeniz Bölgesi
16.12.2021,Osmaniye Devlet Hast.,Osmaniye,31,"76,11","82,68",Akdeniz Bölgesi
16.12.2021,Osmaniye Hasanbeyli TSM.,Osmaniye,1,"77,17","77,17",Akdeniz Bölgesi
16.12.2021,Osmaniye Sumbas TSM.,Osmaniye,1,"81,93","81,93",Akdeniz Bölgesi
16.12.2021,Rize Devlet Hast.,Rize,10,"74,4","77,21",Karadeniz Bölgesi
16.12.2021,Rize Recep Tayyip Erdoğan Üni. EAH.,Rize,24,"73,84","75,67",Karadeniz Bölgesi
16.12.2021,Hendek Devlet Hast.,Sakarya,8,"74,59","75,83",Marmara Bölgesi
16.12.2021,Karasu Devlet Hast.,Sakarya,6,"75,98","81,52",Marmara Bölgesi
16.12.2021,Sakarya EAH.,Sakarya,128,"74,65","87,65",Marmara Bölgesi
16.12.2021,Yenikent Devlet Hast.,Sakarya,6,"75,92","77,85",Marmara Bölgesi
16.12.2021,Bafra Devlet Hast.,Samsun,4,"82,6","84,81",Karadeniz Bölgesi
16.12.2021,Havza Devlet Hast.,Samsun,2,"77,47","78,23",Karadeniz Bölgesi
16.12.2021,Ladik Devlet Hast.,Samsun,1,"77,74","77,74",Karadeniz Bölgesi
16.12.2021,Salıpazarı İlçe Devlet Hast.,Samsun,1,"84,13","84,13",Karadeniz Bölgesi
16.12.2021,Samsun Gazi Devlet Hast.,Samsun,2,"85,23","88,16",Karadeniz Bölgesi
16.12.2021,Vezirköprü Devlet Hast.,Samsun,7,"76,49","79,84",Karadeniz Bölgesi
16.12.2021,Çarşamba Devlet Hast.,Samsun,2,"82,66","85,05",Karadeniz Bölgesi
16.12.2021,Siirt EAH.,Siirt,31,"77,65","88,38",Güneydoğu Anadolu Bölgesi
16.12.2021,Siirt Eruh TSM.,Siirt,1,"76,21","76,21",Güneydoğu Anadolu Bölgesi
16.12.2021,Siirt Kurtalan İlçe Sağlık Müd.,Siirt,1,"84,29","84,29",Güneydoğu Anadolu Bölgesi
16.12.2021,Siirt Pervari İlçe Sağlık Müd.,Siirt,1,"80,32","80,32",Güneydoğu Anadolu Bölgesi
16.12.2021,Boyabat 75.Yıl Devlet Hast.,Sinop,9,"74,04","79,15",Karadeniz Bölgesi
16.12.2021,Sinop Atatürk Devlet Hast.,Sinop,12,"76,52","81,61",Karadeniz Bölgesi
16.12.2021,Divriği Sadık Özgür Devlet Hast.,Sivas,5,"73,4","74,37",İç Anadolu Bölgesi
16.12.2021,Gemerek Devlet Hast.,Sivas,3,"75,64","77,61",İç Anadolu Bölgesi
16.12.2021,Gürün Devlet Hast.,Sivas,2,74,"74,9",İç Anadolu Bölgesi
16.12.2021,Kangal Devlet Hast.,Sivas,2,"74,05","74,64",İç Anadolu Bölgesi
16.12.2021,Sivas Devlet Hast.,Sivas,4,"80,81","84,3",İç Anadolu Bölgesi
16.12.2021,Yıldızeli Devlet Hast.,Sivas,4,"74,5","74,97",İç Anadolu Bölgesi
16.12.2021,Şarkışla Devlet Hast.,Sivas,4,"73,9","74,69",İç Anadolu Bölgesi
16.12.2021,Çerkezköy Devlet Hast.,Tekirdağ,21,"74,22","82,74",Marmara Bölgesi
16.12.2021,Çorlu Devlet Hast.,Tekirdağ,21,"74,51","83,5",Marmara Bölgesi
16.12.2021,Şarköy Devlet Hast.,Tekirdağ,1,"76,4","76,4",Marmara Bölgesi
16.12.2021,Almus Devlet Hast.,Tokat,2,"75,22","76,14",Karadeniz Bölgesi
16.12.2021,Reşadiye Devlet Hast.,Tokat,2,"75,43","77,29",Karadeniz Bölgesi
16.12.2021,Zile Devlet Hast.,Tokat,2,"76,47","76,52",Karadeniz Bölgesi
16.12.2021,Araklı Bayram Halil Devlet Hast.,Trabzon,1,"76,94","76,94",Karadeniz Bölgesi
16.12.2021,Of Devlet Hast.,Trabzon,4,"74,53","75,12",Karadeniz Bölgesi
16.12.2021,Trabzon Fatih Devlet Hast.,Trabzon,6,"76,15","83,49",Karadeniz Bölgesi
16.12.2021,Trabzon Kanuni EAH.,Trabzon,18,"74,98","81,89",Karadeniz Bölgesi
16.12.2021,Ovacık İlçe Devlet Hast.,Tunceli,1,"75,34","75,34",Doğu Anadolu Bölgesi
16.12.2021,Tunceli Devlet Hast.,Tunceli,2,"77,89","79,56",Doğu Anadolu Bölgesi
16.12.2021,Banaz Devlet Hast.,Uşak,2,"76,13","76,19",Ege Bölgesi
16.12.2021,Eşme Devlet Hast.,Uşak,1,"75,62","75,62",Ege Bölgesi
16.12.2021,Sivaslı İlçe Devlet Hast.,Uşak,1,"76,42","76,42",Ege Bölgesi
16.12.2021,Uşak EAH.,Uşak,15,"76,66","88,87",Ege Bölgesi
16.12.2021,Bahçesaray İlçe Devlet Hast.,Van,6,"72,93","73,59",Doğu Anadolu Bölgesi
16.12.2021,Başkale Devlet Hast.,Van,7,"73,42","76,5",Doğu Anadolu Bölgesi
16.12.2021,Erciş Şehit Rıdvan Çevik Devlet Hast.,Van,29,"75,82","84,68",Doğu Anadolu Bölgesi
16.12.2021,Gevaş Devlet Hast.,Van,2,"77,25","77,36",Doğu Anadolu Bölgesi
16.12.2021,Gürpınar İlçe Devlet Hast.,Van,2,"77,22","77,78",Doğu Anadolu Bölgesi
16.12.2021,Muradiye Devlet Hast.,Van,6,"75,41","76,92",Doğu Anadolu Bölgesi
16.12.2021,Van Bahçesaray TSM.,Van,1,"73,01","73,01",Doğu Anadolu Bölgesi
16.12.2021,Van Başkale İlçe Sağlık Müd.,Van,2,"74,16","74,78",Doğu Anadolu Bölgesi
16.12.2021,Van EAH.,Van,59,"77,88","86,74",Doğu Anadolu Bölgesi
16.12.2021,Van Edremit İlçe Sağlık Müd.,Van,2,"79,2","82,73",Doğu Anadolu Bölgesi
16.12.2021,Van Erciş İlçe Sağlık Müd.,Van,2,"76,71","77,1",Doğu Anadolu Bölgesi
16.12.2021,Van Gevaş TSM.,Van,2,"78,16","81,41",Doğu Anadolu Bölgesi
16.12.2021,Van Gürpınar İlçe Sağlık Müd.,Van,1,"77,09","77,09",Doğu Anadolu Bölgesi
16.12.2021,Van Muradiye İlçe Sağlık Müd.,Van,1,"77,48","77,48",Doğu Anadolu Bölgesi
16.12.2021,Van Saray TSM.,Van,2,"73,92","74,77",Doğu Anadolu Bölgesi
16.12.2021,Van Tuşba İlçe Sağlık Müd.,Van,2,"79,71","82,8",Doğu Anadolu Bölgesi
16.12.2021,Van Çaldıran İlçe Sağlık Müd.,Van,2,"73,41","74,77",Doğu Anadolu Bölgesi
16.12.2021,Van Çatak TSM.,Van,1,"73,13","73,13",Doğu Anadolu Bölgesi
16.12.2021,Van Özalp İlçe Sağlık Müd.,Van,3,"75,65","76,94",Doğu Anadolu Bölgesi
16.12.2021,Van İpekyolu İlçe Sağlık Müd.,Van,2,"79,85","79,93",Doğu Anadolu Bölgesi
16.12.2021,Çaldıran Devlet Hast.,Van,10,"73,63","75,85",Doğu Anadolu Bölgesi
16.12.2021,Çatak Devlet Hast.,Van,2,"75,65","86,19",Doğu Anadolu Bölgesi
16.12.2021,Özalp Devlet Hast.,Van,8,"75,66","77,35",Doğu Anadolu Bölgesi
16.12.2021,Yalova Devlet Hast.,Yalova,13,"76,67","81,73",Marmara Bölgesi
16.12.2021,Saraykent Şehit Beytullah Yeşilay İlçe Devlet Hast.,Yozgat,3,"72,92","75,31",İç Anadolu Bölgesi
16.12.2021,Sarıkaya Devlet Hast.,Yozgat,3,"73,41","73,5",İç Anadolu Bölgesi
16.12.2021,Sorgun Devlet Hast.,Yozgat,10,"74,2","77,02",İç Anadolu Bölgesi
16.12.2021,Yozgat Şehir Hast.,Yozgat,33,"74,47","82,9",İç Anadolu Bölgesi
16.12.2021,Çekerek Şehit Harun Koçak Devlet Hast.,Yozgat,4,"72,95","73,6",İç Anadolu Bölgesi
16.12.2021,Karadeniz Ereğli Devlet Hast.,Zonguldak,9,"76,65","79,26",Karadeniz Bölgesi
16.12.2021,Çaycuma Devlet Hast.,Zonguldak,6,"73,7","84,7",Karadeniz Bölgesi
16.12.2021,Gökçeada Devlet Hast.,Çanakkale,2,"76,29","78,05",Marmara Bölgesi
16.12.2021,Çan Devlet Hast.,Çanakkale,4,"77,35","79,08",Marmara Bölgesi
16.12.2021,Çanakkale Ayvacık İlçe Sağlık Müd.,Çanakkale,1,"82,6","82,6",Marmara Bölgesi
16.12.2021,Ilgaz Devlet Hast.,Çankırı,2,"72,27","73,73",İç Anadolu Bölgesi
16.12.2021,Çankırı Devlet Hast.,Çankırı,12,"74,2","78,53",İç Anadolu Bölgesi
16.12.2021,Çerkeş Devlet Hast.,Çankırı,2,"72,7","72,73",İç Anadolu Bölgesi
16.12.2021,Alaca Devlet Hast.,Çorum,4,"73,36","77,37",Karadeniz Bölgesi
16.12.2021,Kargı Ahmet Hamdi Akpınar İlçe Devlet Hast.,Çorum,2,"73,05","73,09",Karadeniz Bölgesi
16.12.2021,Oğuzlar İlçe Devlet Hast.,Çorum,1,"72,95","72,95",Karadeniz Bölgesi
16.12.2021,Sungurlu Devlet Hast.,Çorum,6,"73,49","74,78",Karadeniz Bölgesi
16.12.2021,Çorum Erol Olçok EAH.,Çorum,20,"75,1","82,02",Karadeniz Bölgesi
16.12.2021,İskilip Atıf Hoca Devlet Hast.,Çorum,6,"74,19","87,01",Karadeniz Bölgesi
16.12.2021,Arnavutköy Devlet Hast.,İstanbul,24,"72,41","82,89",Marmara Bölgesi
16.12.2021,Bahçelievler Devlet Hast.,İstanbul,28,"73,95","87,36",Marmara Bölgesi
16.12.2021,Bayrampaşa Devlet Hast.,İstanbul,9,"75,15","83,94",Marmara Bölgesi
16.12.2021,Başakşehir Devlet Hast.,İstanbul,7,"73,81","76,48",Marmara Bölgesi
16.12.2021,Beykoz Devlet Hast.,İstanbul,27,"72,75","82,19",Marmara Bölgesi
16.12.2021,Büyükçekmece Mimar Sinan Devlet Hast.,İstanbul,21,"72,67","79,58",Marmara Bölgesi
16.12.2021,Eyüpsultan Devlet Hast.,İstanbul,20,"73,35","79,51",Marmara Bölgesi
16.12.2021,Gaziosmanpaşa EAH.,İstanbul,53,"71,37","84,16",Marmara Bölgesi
16.12.2021,Göztepe Prof. Dr. Süleyman Yalçın Şehir Hast.,İstanbul,78,"71,72","74,78",Marmara Bölgesi
16.12.2021,Kartal Koşuyolu Yüksek İhtisas EAH.,İstanbul,54,"72,6","80,36",Marmara Bölgesi
16.12.2021,Kağıthane Devlet Hast.,İstanbul,2,"73,38","74,99",Marmara Bölgesi
16.12.2021,Silivri Devlet Hast.,İstanbul,13,"73,09","80,7",Marmara Bölgesi
16.12.2021,Sultanbeyli Devlet Hast.,İstanbul,50,"72,65","86,95",Marmara Bölgesi
16.12.2021,Tuzla Devlet Hast.,İstanbul,35,"74,21","79,33",Marmara Bölgesi
16.12.2021,Çatalca İlyas Çokay Devlet Hast.,İstanbul,6,"72,51",80,Marmara Bölgesi
16.12.2021,Ümraniye EAH.,İstanbul,76,"72,35","84,86",Marmara Bölgesi
16.12.2021,Üsküdar Devlet Hast.,İstanbul,4,"78,78","83,62",Marmara Bölgesi
16.12.2021,İstanbul Bağcılar EAH.,İstanbul,74,"71,51","77,75",Marmara Bölgesi
16.12.2021,İstanbul EAH.,İstanbul,46,"71,91","84,56",Marmara Bölgesi
16.12.2021,İstanbul Fatih Sultan Mehmet EAH.,İstanbul,53,"71,74",78,Marmara Bölgesi
16.12.2021,İstanbul Haseki EAH.,İstanbul,73,"71,64","82,85",Marmara Bölgesi
16.12.2021,İstinye Devlet Hast.,İstanbul,8,"73,54","85,79",Marmara Bölgesi
16.12.2021,Bergama Necla Mithat Öztüre Devlet Hast.,İzmir,7,"76,75","82,46",Ege Bölgesi
16.12.2021,Buca Seyfi Demirsoy EAH.,İzmir,62,"78,01","88,71",Ege Bölgesi
16.12.2021,Kemalpaşa Devlet Hast.,İzmir,2,"79,36","87,27",Ege Bölgesi
16.12.2021,Tire Devlet Hast.,İzmir,6,"77,84","84,21",Ege Bölgesi
16.12.2021,Torbalı Devlet Hast.,İzmir,5,"79,24","86,79",Ege Bölgesi
16.12.2021,Çeşme Alper Çizgenakat Devlet Hast.,İzmir,6,"76,4","84,06",Ege Bölgesi
16.12.2021,Çiğli EAH.,İzmir,11,"81,3","88,01",Ege Bölgesi
16.12.2021,Ödemiş Devlet Hast.,İzmir,6,"77,01","80,71",Ege Bölgesi
16.12.2021,İzmir Atatürk EAH.,İzmir,15,"78,48","83,44",Ege Bölgesi
16.12.2021,Birecik Devlet Hast.,Şanlıurfa,16,"76,14","78,14",Güneydoğu Anadolu Bölgesi
16.12.2021,Ceylanpınar Devlet Hast.,Şanlıurfa,14,"76,39","81,07",Güneydoğu Anadolu Bölgesi
16.12.2021,Siverek Devlet Hast.,Şanlıurfa,8,"79,05","82,86",Güneydoğu Anadolu Bölgesi
16.12.2021,Suruç Devlet Hast.,Şanlıurfa,15,"75,92","80,86",Güneydoğu Anadolu Bölgesi
16.12.2021,Viranşehir Devlet Hast.,Şanlıurfa,15,"77,25","81,46",Güneydoğu Anadolu Bölgesi
16.12.2021,Şanlıurfa Akçakale İlçe Sağlık Müd.,Şanlıurfa,1,"76,85","76,85",Güneydoğu Anadolu Bölgesi
16.12.2021,Şanlıurfa Balıklıgöl Devlet Hast.,Şanlıurfa,5,"78,37","79,05",Güneydoğu Anadolu Bölgesi
16.12.2021,Şanlıurfa Ceylanpınar İlçe Sağlık Müd.,Şanlıurfa,1,"80,63","80,63",Güneydoğu Anadolu Bölgesi
16.12.2021,Şanlıurfa EAH.,Şanlıurfa,65,"76,93","82,34",Güneydoğu Anadolu Bölgesi
16.12.2021,Şanlıurfa Harran İlçe Sağlık Müd.,Şanlıurfa,1,"79,57","79,57",Güneydoğu Anadolu Bölgesi
16.12.2021,Şanlıurfa Mehmet Akif İnan EAH.,Şanlıurfa,32,"79,41","87,05",Güneydoğu Anadolu Bölgesi
16.12.2021,Şanlıurfa Viranşehir İlçe Sağlık Müd.,Şanlıurfa,1,"79,61","79,61",Güneydoğu Anadolu Bölgesi
16.12.2021,Cizre Dr. Selahattin Cizrelioğlu Devlet Hast.,Şırnak,12,"78,63","87,53",Güneydoğu Anadolu Bölgesi
16.12.2021,Silopi Devlet Hast.,Şırnak,13,"77,92","82,78",Güneydoğu Anadolu Bölgesi
16.12.2021,İdil Devlet Hast.,Şırnak,9,"78,61","89,36",Güneydoğu Anadolu Bölgesi
16.12.2021,Şırnak Devlet Hast.,Şırnak,19,"77,28","80,82",Güneydoğu Anadolu Bölgesi
16.12.2021,Şırnak Şehit Aydoğan Aydın Devlet Hast.,Şırnak,4,"76,54","77,62",Güneydoğu Anadolu Bölgesi
